age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18, Private,258370, 12th,7, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,-1,1,21, India, <=50K
18, Private,174389, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,50, El-Salvador, <=50K
51, Private,185235, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,18,1,61, United-States, >50K
30, Private,205658, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,26,0,40, Mexico, <=50K
26, Private,246240, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,9,1,40, United-States, <=50K
76, Self-emp-not-inc,222572, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,19,0,37, United-States, <=50K
32, Self-emp-not-inc,159544, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,25,1,46, South, <=50K
50, Private,33863, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,9,0,45, United-States, >50K
63, ?,133907, Some-college,10, Divorced, ?, Not-in-family, White, Male,11,0,24, United-States, <=50K
32, Private,169965, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4,1,45, Mexico, >50K
58, Self-emp-inc,61561, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1,0,50, United-States, >50K
26, ?,138977, Masters,11, Married-civ-spouse, ?, Wife, White, Female,-5,1,30, United-States, >50K
32, Federal-gov,220457, Assoc-acdm,10, Never-married, Adm-clerical, Not-in-family, White, Male,2,0,30, United-States, <=50K
35, Private,164920, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15122,1,40, United-States, >50K
52, Private,292786, 10th,6, Widowed, Other-service, Unmarried, Black, Male,-16,0,40, United-States, <=50K
57, Private,34294, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15100,0,59, United-States, >50K
45, Private,214412, 5th-6th,4, Divorced, Prof-specialty, Not-in-family, Other, Female,20,0,40, Italy, <=50K
30, Private,389036, Assoc-acdm,13, Never-married, Craft-repair, Not-in-family, White, Male,11,0,40, United-States, <=50K
47, Private,135856, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,45,0,45, United-States, <=50K
27, Private,268005, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,-10,1,40, United-States, <=50K
46, Private,153282, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,41,1,57, United-States, >50K
19, Private,190138, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,24,0,40, United-States, <=50K
20, Private,56271, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,-3,0,59, Canada, <=50K
21, Private,239414, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,17,0,40, Jamaica, <=50K
44, Private,163939, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6,1,45, United-States, >50K
35, Private,222610, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,3291,1,50, Mexico, <=50K
22, Private,207264, Assoc-voc,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
43, Private,54836, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,7503,1,40, United-States, >50K
27, Federal-gov,189654, HS-grad,9, Never-married, Machine-op-inspct, Wife, White, Male,6,1,40, United-States, >50K
56, Private,164618, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3,1,47, Italy, <=50K
31, Federal-gov,123420, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-5,0,40, United-States, <=50K
58, Private,34304, 12th,10, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,-11,0,40, United-States, <=50K
21, ?,244740, HS-grad,9, Never-married, ?, Not-in-family, White, Female,1,0,13, United-States, <=50K
35, Private,77609, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,2,1923,44, United-States, >50K
29, Self-emp-not-inc,22288, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,17,1,40, Philippines, <=50K
31, Private,35046, 1st-4th,3, Separated, Machine-op-inspct, Wife, White, Female,-10,1,40, Mexico, <=50K
33, Self-emp-not-inc,264716, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,23,1,58, United-States, <=50K
30, Private,209651, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,1,46, United-States, <=50K
25, Private,109255, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,-16,1,40, United-States, <=50K
65, Private,125131, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,9,1,40, Japan, <=50K
29, Self-emp-not-inc,236370, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-16,1,62, China, <=50K
55, Private,52842, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,9,1,59, United-States, >50K
64, Local-gov,225588, 1st-4th,12, Widowed, Protective-serv, Not-in-family, White, Female,-13,0,24, ?, <=50K
44, Private,123640, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,33,1,47, United-States, >50K
27, Private,251688, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,-26,1,40, Vietnam, <=50K
35, Private,177888, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,34,0,40, United-States, <=50K
37, Private,38701, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Male,5,0,40, United-States, >50K
28, Private,181509, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3587,1,40, United-States, >50K
58, Private,137759, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,1,15, Yugoslavia, <=50K
34, Federal-gov,217226, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,33,1,46, United-States, >50K
32, Private,190286, Some-college,10, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,-20,0,40, Puerto-Rico, <=50K
40, Private,273015, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,22,2347,45, Iran, >50K
41, Self-emp-inc,267118, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,12,1,40, United-States, >50K
59, Private,143984, 10th,3, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,-9,0,40, India, <=50K
42, Private,198774, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-16,0,40, United-States, <=50K
23, State-gov,190852, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,36,1,38, Iran, <=50K
63, Private,202710, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,11,0,45, United-States, >50K
44, Private,173598, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, ?, >50K
67, ?,153878, 1st-4th,4, Widowed, ?, Not-in-family, White, Female,-14,1,9, United-States, <=50K
64, Local-gov,117468, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Female,-13,1,9, United-States, <=50K
34, Private,160998, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,29,1,35, United-States, <=50K
60, Private,194748, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3480,1,46, United-States, >50K
78, State-gov,168972, Doctorate,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,13,1,36, United-States, >50K
22, Private,297672, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,-7,1,40, United-States, <=50K
32, Private,265253, Bachelors,13, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,-7,2,24, Philippines, <=50K
42, Private,167138, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,4,0,36, United-States, <=50K
44, Private,245437, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,3176,1,40, Puerto-Rico, <=50K
38, Private,152411, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,26,1,59, United-States, >50K
37, Private,96314, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-8,0,24, United-States, <=50K
32, Private,165620, Masters,14, Never-married, Sales, Not-in-family, White, Female,-2,1,45, United-States, <=50K
32, Private,137885, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,-33,1,44, United-States, <=50K
30, Private,368960, 12th,7, Never-married, ?, Not-in-family, White, Female,-4,1,40, Italy, <=50K
28, Private,133802, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,33,1,50, United-States, >50K
21, Private,111232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,-10,0,23, United-States, <=50K
56, Private,151640, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,32,1,45, United-States, >50K
49, Private,184425, 10th,6, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,7,1,40, United-States, <=50K
24, Private,34392, Bachelors,9, Married-civ-spouse, Tech-support, Husband, White, Male,-6,1,40, United-States, >50K
57, Local-gov,263080, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,2,0,40, Columbia, <=50K
49, Private,157952, HS-grad,4, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,-6,0,40, South, <=50K
50, State-gov,59599, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,15,0,40, United-States, <=50K
35, Private,265169, Bachelors,13, Widowed, Sales, Unmarried, White, Female,13,1,46, United-States, <=50K
50, Private,180518, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-12,1,40, United-States, <=50K
28, Private,204309, Some-college,10, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,-2,1,36, United-States, <=50K
23, ?,205325, Bachelors,13, Never-married, ?, Not-in-family, White, Male,7,1,40, United-States, <=50K
37, Federal-gov,217658, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-18,0,40, United-States, >50K
39, Private,464082, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,-8,0,62, Iran, <=50K
47, State-gov,159182, HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,24,1,40, Canada, <=50K
86, Private,27315, Assoc-acdm,12, Widowed, Other-service, Not-in-family, White, Male,3980,0,36, ?, <=50K
67, Private,122465, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,3231,0,40, United-States, >50K
63, Private,232218, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,2,1,9, United-States, <=50K
56, Private,330115, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-4,1,40, United-States, <=50K
28, Private,88046, 11th,7, Never-married, Sales, Own-child, White, Female,-19,0,21, United-States, <=50K
33, Private,220738, Some-college,10, Never-married, Farming-fishing, Own-child, White, Female,-33,0,23, Honduras, <=50K
38, Private,46295, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,-8,0,8, United-States, <=50K
57, Self-emp-inc,203735, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15702,2,51, United-States, >50K
30, Federal-gov,46888, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male,-5,0,40, United-States, <=50K
19, Private,181994, Some-college,10, Never-married, Other-service, Own-child, White, Female,-2,1,37, United-States, <=50K
43, Private,155941, HS-grad,9, Separated, Other-service, Unmarried, White, Female,10,0,45, United-States, <=50K
22, Private,197385, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,17,1891,16, United-States, <=50K
32, Private,248852, Some-college,10, Never-married, Sales, Unmarried, White, Male,-27,0,46, United-States, <=50K
39, Local-gov,493959, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,2,0,40, United-States, <=50K
20, State-gov,109205, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2,1,40, United-States, <=50K
44, Private,232835, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,-15,0,61, United-States, <=50K
36, ?,190533, 5th-6th,4, Married-civ-spouse, ?, Husband, White, Male,8,1,40, Hong, <=50K
50, ?,54783, HS-grad,9, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female,11,1,17, United-States, <=50K
42, Self-emp-inc,40838, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,21,0,45, United-States, <=50K
49, State-gov,171019, 12th,7, Never-married, Exec-managerial, Not-in-family, White, Male,-6,1,40, United-States, <=50K
18, Local-gov,161883, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,-14,1,40, United-States, <=50K
31, Private,287809, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,-3,0,46, United-States, <=50K
18, Local-gov,147797, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,25,0,40, United-States, <=50K
26, Private,110346, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,-3,0,40, United-States, <=50K
33, Private,220044, Some-college,10, Never-married, Machine-op-inspct, Own-child, Other, Male,-17,0,40, Mexico, <=50K
51, Private,39926, Preschool,4, Never-married, Handlers-cleaners, Other-relative, White, Female,4,0,40, United-States, <=50K
32, Private,164881, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Female,11,0,40, United-States, <=50K
43, Self-emp-inc,234503, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5,0,75, United-States, >50K
29, Private,395086, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,19,1,40, United-States, >50K
17, Private,166322, 7th-8th,4, Never-married, Sales, Own-child, White, Male,32,1,15, Greece, <=50K
30, Self-emp-not-inc,130285, Doctorate,16, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,-13,2,62, Philippines, <=50K
27, Private,293582, 5th-6th,3, Never-married, Farming-fishing, Not-in-family, Other, Male,16,0,40, Laos, <=50K
38, Private,147111, HS-grad,14, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,72332, Masters,14, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,-34,0,40, Philippines, <=50K
27, Private,96867, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,-21,1904,40, Columbia, <=50K
20, Private,209166, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,-1,0,40, United-States, <=50K
30, Private,176921, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,6,1,46, Italy, <=50K
28, ?,41714, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,15,0,10, United-States, >50K
33, Self-emp-inc,160534, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,31,1,40, United-States, >50K
42, Private,264553, Assoc-voc,11, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,-11,0,40, United-States, <=50K
20, Federal-gov,44899, 12th,7, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,28,1,40, United-States, <=50K
60, Private,191350, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,45, United-States, <=50K
29, Private,46683, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,3,1,37, Mexico, <=50K
33, Private,191464, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-2,1,45, United-States, <=50K
29, Private,370673, Some-college,10, Separated, Other-service, Not-in-family, Black, Female,-4,1,37, United-States, <=50K
22, Without-pay,49637, 10th,6, Never-married, Sales, Own-child, White, Female,-1,2,16, Cambodia, <=50K
38, Private,53587, 11th,7, Separated, Other-service, Other-relative, White, Male,0,1,40, ?, <=50K
50, Private,143308, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,-3,0,44, United-States, <=50K
59, Private,190699, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,11,1928,22, United-States, <=50K
56, Private,171994, Masters,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-3,1,40, India, >50K
57, Self-emp-not-inc,27685, HS-grad,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,12,0,50, United-States, <=50K
39, Private,232655, 12th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-15,-1,40, Nicaragua, <=50K
53, Private,169254, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,19,0,24, United-States, <=50K
32, Private,196006, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1,1,50, Yugoslavia, <=50K
65, Self-emp-inc,309065, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,30,1,59, United-States, >50K
43, Private,295990, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,-16,1,40, United-States, <=50K
61, Self-emp-not-inc,86522, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-2,1,62, United-States, >50K
41, State-gov,199054, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1,45, Peru, >50K
52, Self-emp-not-inc,17671, HS-grad,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,2,0,72, United-States, <=50K
34, Private,177669, HS-grad,9, Never-married, Sales, Unmarried, White, Female,33,1,23, United-States, <=50K
55, Private,180644, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15,1,40, United-States, >50K
34, Private,57669, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,6,1,46, United-States, <=50K
25, Private,223810, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,7,1,25, China, <=50K
21, Private,156985, Some-college,10, Never-married, Other-service, Own-child, Black, Female,1,0,25, United-States, <=50K
18, Private,123588, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,-7,1,38, United-States, <=50K
31, Private,148955, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,26,1,46, United-States, <=50K
63, ?,191022, Some-college,10, Never-married, ?, Not-in-family, Black, Female,-10,0,40, United-States, <=50K
34, Private,173412, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,44, United-States, <=50K
60, Private,91251, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,11,1,45, United-States, >50K
66, Private,221215, 7th-8th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-18,1,40, United-States, <=50K
30, Private,200146, 5th-6th,3, Divorced, Machine-op-inspct, Not-in-family, White, Male,-1,1,40, Mexico, <=50K
69, State-gov,27374, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,-8,1,18, United-States, <=50K
33, Private,134572, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,-10,1,46, United-States, <=50K
50, Private,22880, 9th,9, Divorced, Machine-op-inspct, Unmarried, White, Female,-4,0,40, United-States, <=50K
61, Private,187953, Some-college,10, Widowed, Other-service, Unmarried, White, Female,12,-1,40, United-States, <=50K
21, ?,103764, Some-college,10, Never-married, ?, Not-in-family, White, Female,21,0,18, United-States, <=50K
48, Private,40588, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-4,1,51, United-States, <=50K
46, ?,248292, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,3,1,40, United-States, <=50K
27, Private,232708, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,11,0,50, Jamaica, <=50K
28, Private,51361, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,17,1,40, United-States, <=50K
82, Self-emp-not-inc,18687, Some-college,10, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1,35, United-States, <=50K
30, Private,144142, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,2,2,63, United-States, <=50K
60, Self-emp-not-inc,224375, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,17,1,40, United-States, >50K
34, Private,140770, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5,1,40, United-States, <=50K
54, Private,193573, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7630,1,62, United-States, >50K
42, Private,39434, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,18,1,21, Mexico, <=50K
39, Private,266750, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,-1,45, United-States, <=50K
42, Private,201807, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,1,1,45, United-States, <=50K
28, Local-gov,65084, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,8,1,36, United-States, <=50K
40, Private,210626, Bachelors,13, Never-married, Sales, Own-child, White, Female,15,0,25, United-States, <=50K
46, Private,39427, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,-10,1,40, United-States, <=50K
30, Local-gov,173274, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,-13,0,14, Jamaica, <=50K
59, Private,206787, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2,1,40, United-States, >50K
61, Self-emp-inc,118997, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,3740,1,98, United-States, >50K
33, Private,147381, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,31,0,45, Ecuador, <=50K
52, Local-gov,233557, Masters,14, Never-married, Protective-serv, Not-in-family, Black, Female,13,0,40, United-States, <=50K
34, Private,177447, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Female,3,2,16, United-States, >50K
62, Private,95878, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,26,1,10, United-States, <=50K
23, Federal-gov,157910, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,5,1,40, United-States, <=50K
32, Federal-gov,238667, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,26,1,40, United-States, <=50K
43, Private,61772, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,19,0,51, ?, >50K
65, State-gov,179658, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,-7,0,40, United-States, <=50K
41, Private,221970, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,23,2,46, United-States, <=50K
36, Private,227635, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-24,0,40, United-States, <=50K
30, Private,192851, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,17,1,40, United-States, <=50K
19, Private,167286, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,6,1,22, United-States, <=50K
30, Private,159555, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,7,0,40, United-States, <=50K
28, Private,185470, HS-grad,9, Never-married, Other-service, Own-child, White, Male,25,1,45, United-States, <=50K
59, Private,98057, 5th-6th,3, Widowed, Other-service, Not-in-family, White, Male,3,1,46, United-States, <=50K
33, Local-gov,160084, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-10,0,40, United-States, <=50K
32, Private,69180, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Male,5,0,40, United-States, >50K
62, Private,267711, 10th,6, Married-civ-spouse, ?, Husband, Other, Male,25,1,31, ?, >50K
61, Self-emp-inc,234572, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,28,0,60, United-States, >50K
32, Private,217742, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,12,0,61, United-States, >50K
62, Self-emp-inc,180784, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,27,0,45, United-States, <=50K
27, Private,292413, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,-1,1,40, United-States, <=50K
35, Local-gov,197498, 1st-4th,13, Married-spouse-absent, Other-service, Not-in-family, White, Female,4,0,31, Mexico, <=50K
59, Self-emp-not-inc,476670, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,18,0,45, United-States, <=50K
21, Private,182865, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,32,2,40, United-States, <=50K
31, Self-emp-inc,146700, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,1,12, United-States, >50K
34, Private,214727, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,27,1,50, India, <=50K
64, Private,215882, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,20,0,40, United-States, <=50K
31, Private,151005, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,33,0,36, United-States, <=50K
17, Private,222924, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,24,0,46, United-States, <=50K
31, Private,192846, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,-4,-1,37, Haiti, <=50K
34, Private,330355, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,-8,1,40, United-States, <=50K
60, Private,153972, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15,0,45, United-States, >50K
63, Private,220448, Masters,4, Married-spouse-absent, Other-service, Not-in-family, White, Male,-8,0,61, United-States, <=50K
33, Self-emp-inc,233451, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,24,1,50, United-States, >50K
21, Private,36061, 12th,9, Never-married, Handlers-cleaners, Own-child, Other, Male,18,1,40, United-States, <=50K
20, Private,185293, HS-grad,9, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,48,0,36, United-States, <=50K
54, Private,239163, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,0,50, United-States, <=50K
48, Self-emp-inc,204406, HS-grad,13, Married-civ-spouse, Sales, Husband, White, Male,19,1,74, United-States, <=50K
39, Private,270854, 1st-4th,2, Married-civ-spouse, Other-service, Not-in-family, White, Male,-7,0,40, Mexico, <=50K
57, Private,94609, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-13,0,40, United-States, <=50K
19, Private,226775, HS-grad,9, Never-married, Other-service, Own-child, White, Female,-12,0,40, United-States, <=50K
54, Private,200224, 9th,14, Widowed, ?, Not-in-family, White, Female,-15,1,24, United-States, <=50K
36, Local-gov,120784, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,21,0,44, United-States, <=50K
45, Private,155055, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,9,0,40, United-States, <=50K
34, Private,165493, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,15,0,40, United-States, <=50K
33, ?,235179, 12th,5, Never-married, ?, Not-in-family, White, Male,7,0,40, France, <=50K
42, Private,163371, 7th-8th,4, Divorced, Adm-clerical, Not-in-family, White, Female,1,0,40, United-States, <=50K
34, Private,109431, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male,-5,1,40, United-States, <=50K
30, ?,143781, Bachelors,13, Never-married, ?, Not-in-family, White, Male,26,1,40, Poland, >50K
32, State-gov,284625, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,20,0,40, United-States, <=50K
29, Self-emp-not-inc,50591, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,14,1,58, United-States, <=50K
54, Private,238614, 12th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3540,0,40, United-States, <=50K
58, Private,73566, 1st-4th,4, Married-civ-spouse, Sales, Husband, White, Female,25,1,40, Canada, <=50K
72, Private,279485, 5th-6th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,10,1,61, Honduras, <=50K
28, Private,116573, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,-17,0,50, United-States, <=50K
20, Private,216497, Some-college,10, Never-married, Sales, Own-child, White, Female,10,0,31, United-States, <=50K
35, Federal-gov,199174, 1st-4th,3, Never-married, Exec-managerial, Not-in-family, White, Female,-23,1,37, United-States, <=50K
32, Private,164454, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,11,1,40, United-States, <=50K
