age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31, Private,200583, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7371,0,40, United-States, <=50K
45, Private,195863, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7916,0,49, United-States, >50K
36, Private,187492, Some-college,10, Never-married, Sales, Not-in-family, White, Male,-7,0,49, United-States, <=50K
47, Self-emp-not-inc,249554, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,-21,2,50, Canada, <=50K
23, Private,204448, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,57,1,49, United-States, <=50K
45, Private,66096, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,43,0,49, United-States, >50K
33, Private,392487, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-21,1,49, United-States, <=50K
42, Self-emp-not-inc,222255, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,0,49, United-States, >50K
48, Private,213085, 5th-6th,3, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,2893,-2,49, Iran, <=50K
26, Without-pay,189460, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,-33,1,48, United-States, <=50K
41, Private,174773, 10th,6, Divorced, Transport-moving, Not-in-family, White, Female,27,1,40, United-States, <=50K
36, Local-gov,235623, HS-grad,3, Married-civ-spouse, Protective-serv, Husband, White, Male,-14,0,36, United-States, <=50K
49, Private,359468, 9th,7, Married-civ-spouse, Other-service, Husband, White, Male,44,1,49, Mexico, <=50K
47, Private,184883, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,4323,-1,50, United-States, <=50K
40, Private,164064, 9th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-44,0,49, Mexico, <=50K
20, Private,155288, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,24,0,21, United-States, <=50K
19, Private,195081, 11th,10, Never-married, Other-service, Not-in-family, White, Female,-2,1,49, United-States, <=50K
50, Local-gov,223520, Masters,10, Divorced, Transport-moving, Not-in-family, Black, Male,-2,1,40, United-States, <=50K
42, Private,205673, Masters,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,-18,1818,49, United-States, <=50K
45, Private,50615, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,3367,0,50, United-States, >50K
50, Private,290043, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4009,0,48, Mexico, <=50K
45, Private,218092, 11th,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,-32,0,49, United-States, <=50K
44, Private,226361, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,0,50, United-States, >50K
56, Private,362251, HS-grad,9, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Male,-29,1,38, United-States, <=50K
46, Private,208097, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,-6,0,48, United-States, >50K
50, Private,250032, Bachelors,13, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,90,2,50, Philippines, >50K
36, Private,383408, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-5,-1,48, United-States, <=50K
44, Private,52960, Assoc-acdm,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,5,-1,49, Mexico, <=50K
58, ?,389443, 10th,6, Widowed, ?, Not-in-family, White, Female,44,1,14, United-States, <=50K
34, Private,244554, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Male,20,0,49, United-States, <=50K
35, Private,208063, HS-grad,9, Married-spouse-absent, Craft-repair, Husband, White, Male,34,1,50, United-States, <=50K
42, ?,153810, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3205,1,14, United-States, <=50K
20, Private,225614, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,-49,0,12, Columbia, <=50K
48, Never-worked,258996, Assoc-acdm,4, Divorced, Transport-moving, Not-in-family, White, Male,64,1,51, United-States, <=50K
18, Private,232051, HS-grad,9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,60,2,18, South, <=50K
17, ?,187793, Some-college,10, Never-married, ?, Unmarried, White, Female,26,1,-4, United-States, <=50K
33, Private,324610, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40,1,49, United-States, <=50K
38, ?,231822, HS-grad,9, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,-4,0,36, United-States, <=50K
24, Private,496066, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,70,1,40, Hong, <=50K
49, Private,194409, 9th,6, Divorced, Other-service, Unmarried, White, Male,13,1,40, United-States, <=50K
36, Private,239293, HS-grad,9, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,28,-1,40, Thailand, <=50K
19, Private,266175, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,20,1,49, United-States, <=50K
57, ?,204365, HS-grad,9, Never-married, ?, Not-in-family, White, Male,4120,1,49, United-States, >50K
31, Self-emp-inc,194420, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,53,0,49, United-States, >50K
18, Private,252834, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,-24,2,40, United-States, <=50K
43, Private,236034, 1st-4th,2, Married-civ-spouse, Other-service, Not-in-family, White, Male,-18,0,35, Dominican-Republic, <=50K
26, Private,199531, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,19,0,40, United-States, >50K
26, Federal-gov,29661, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,50,0,40, United-States, <=50K
38, Private,331420, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,2,0,50, United-States, >50K
56, Self-emp-not-inc,211429, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,23,1,40, United-States, <=50K
35, Private,249222, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,-24,1,17, Columbia, <=50K
39, Local-gov,224987, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,49, United-States, <=50K
65, Private,213031, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,21,1,50, United-States, <=50K
37, Private,247549, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,-10,1,49, United-States, <=50K
36, Self-emp-inc,118621, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8432,0,49, United-States, >50K
36, Private,202870, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,23,0,50, United-States, <=50K
44, Private,185290, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7869,1,50, United-States, <=50K
38, Private,138428, Bachelors,13, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,49,-1,50, China, <=50K
34, Private,205558, Bachelors,13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,-29,1,50, United-States, <=50K
42, Private,200008, Assoc-acdm,3, Married-civ-spouse, Craft-repair, Husband, White, Male,69,-1,40, Honduras, <=50K
39, Self-emp-not-inc,222836, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,8,0,36, United-States, <=50K
50, Private,59610, 5th-6th,4, Divorced, Craft-repair, Not-in-family, White, Male,-23,1,49, Mexico, <=50K
44, Self-emp-inc,52349, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-31,0,49, United-States, <=50K
45, Local-gov,216977, Bachelors,13, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,22,0,49, United-States, <=50K
45, Private,175750, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,-43,-1,40, United-States, <=50K
39, Private,273855, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3205,0,49, United-States, <=50K
46, Private,225221, Masters,4, Married-civ-spouse, Transport-moving, Husband, White, Male,5,0,49, United-States, <=50K
37, Private,395031, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-8,0,40, United-States, <=50K
41, Private,158271, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,35,0,40, China, <=50K
54, Private,224774, Assoc-acdm,13, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,66,0,38, Ecuador, <=50K
48, Self-emp-not-inc,59958, Some-college,10, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,49,0,49, United-States, <=50K
36, Private,201666, Assoc-acdm,13, Married-civ-spouse, Transport-moving, Husband, White, Male,64,-2,50, Honduras, <=50K
21, Private,193257, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,3,1,30, United-States, <=50K
39, Private,52927, 5th-6th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,15,0,50, United-States, <=50K
25, Private,368543, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Other, Male,41,0,34, El-Salvador, <=50K
43, Private,213623, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3110,-1,35, United-States, >50K
46, Private,408220, Assoc-acdm,15, Married-civ-spouse, Transport-moving, Husband, White, Male,43,0,49, Mexico, >50K
16, Private,434821, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,15,1,5, United-States, <=50K
55, Private,336182, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,22,1,50, United-States, <=50K
35, ?,367928, Assoc-voc,13, Never-married, ?, Not-in-family, White, Female,18,1,40, Germany, <=50K
58, Local-gov,218801, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,20,1,37, United-States, <=50K
41, Private,385648, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,8371,0,49, Mexico, >50K
37, Private,219152, 1st-4th,3, Married-civ-spouse, Adm-clerical, Wife, White, Female,-6,-1,36, Mexico, <=50K
30, Private,324075, Some-college,10, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,34,1,49, Mexico, <=50K
44, Private,573023, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4563,0,40, Mexico, <=50K
27, Private,156016, Assoc-acdm,13, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,17,0,40, China, <=50K
47, Private,389537, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,3640,0,40, United-States, <=50K
55, Self-emp-not-inc,187270, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,-31,1,50, Columbia, <=50K
31, Private,419237, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,25,0,40, United-States, <=50K
34, Federal-gov,222024, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,6,1,50, United-States, <=50K
18, Private,302345, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,16,1,49, Mexico, <=50K
33, Private,242120, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,7533,0,49, United-States, <=50K
48, ?,233447, 11th,6, Widowed, ?, Not-in-family, White, Male,6,2,1, Hong, <=50K
32, Private,283373, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, Other, Male,26,0,40, United-States, <=50K
35, Private,294458, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,-7,1,50, United-States, <=50K
58, Private,249516, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,21,1,56, Haiti, <=50K
55, ?,365752, HS-grad,9, Divorced, ?, Not-in-family, White, Male,36,1,13, United-States, <=50K
39, Private,193438, Some-college,4, Married-civ-spouse, Other-service, Wife, White, Female,42,-1,40, United-States, <=50K
21, ?,218261, HS-grad,9, Never-married, ?, Not-in-family, White, Male,23,1,14, Germany, <=50K
16, ?,192202, Some-college,10, Never-married, ?, Not-in-family, White, Female,56,1,4, United-States, <=50K
17, Private,339642, 10th,6, Never-married, Transport-moving, Own-child, White, Male,-30,2,30, United-States, <=50K
57, Private,382118, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Male,16,1,18, United-States, <=50K
31, Private,303845, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,-68,0,33, Cuba, <=50K
50, Private,53986, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,-15,1,49, United-States, <=50K
43, Private,252902, 10th,6, Divorced, Other-service, Not-in-family, White, Male,19,2030,49, United-States, <=50K
35, Private,315018, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,38,1,40, Haiti, <=50K
50, Private,401773, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,-4,0,35, Hungary, <=50K
62, Private,175838, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,9,1,50, United-States, <=50K
40, Private,224702, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,-2,0,32, Guatemala, <=50K
33, Private,314630, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,14,0,49, Germany, <=50K
41, Private,213144, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-45,1,49, United-States, <=50K
49, Private,277650, Assoc-voc,14, Divorced, Adm-clerical, Not-in-family, White, Female,15315,-1,49, United-States, >50K
19, Private,64035, 11th,7, Never-married, Other-service, Not-in-family, White, Male,8,0,29, Mexico, <=50K
63, Private,158303, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,14,1,36, United-States, <=50K
21, Private,260721, 12th,7, Never-married, Adm-clerical, Not-in-family, White, Male,17,3,40, Nicaragua, <=50K
41, Local-gov,208672, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,63,0,49, United-States, <=50K
41, Private,176250, 10th,6, Separated, Other-service, Unmarried, White, Male,36,2379,49, United-States, <=50K
42, Private,261828, Assoc-acdm,4, Divorced, Other-service, Not-in-family, White, Female,33,-1,50, United-States, <=50K
51, Private,386416, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,29,1,33, United-States, <=50K
28, Private,229783, 9th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,18,1,50, United-States, <=50K
50, Private,263424, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,15,0,6, United-States, <=50K
28, Private,362820, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,-2,1,45, United-States, <=50K
39, Private,226320, 5th-6th,6, Divorced, Transport-moving, Not-in-family, White, Male,18,0,50, United-States, <=50K
56, Private,206080, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,34,0,36, United-States, <=50K
21, Private,324909, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,-21,2,24, United-States, <=50K
42, Private,404948, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Male,47,1,40, United-States, <=50K
34, Private,394158, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,15264,-1,49, United-States, <=50K
35, Private,386584, HS-grad,9, Divorced, Tech-support, Husband, White, Male,-12,-1,44, United-States, <=50K
38, Private,55758, Masters,13, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,27,0,49, Thailand, <=50K
37, Private,164011, 12th,8, Married-civ-spouse, Transport-moving, Unmarried, White, Male,-9,2,50, United-States, <=50K
42, Private,271391, 11th,7, Divorced, Other-service, Not-in-family, White, Male,17,0,32, El-Salvador, <=50K
41, Private,228550, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,29,1,50, United-States, <=50K
40, Self-emp-not-inc,292092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, <=50K
46, Private,228162, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,36,0,49, United-States, >50K
37, Private,234653, 1st-4th,3, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,-22,1,36, Canada, <=50K
39, Private,220530, Prof-school,11, Married-civ-spouse, Transport-moving, Husband, White, Male,7805,-2,50, United-States, >50K
37, Private,387122, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,-28,0,50, United-States, <=50K
22, Private,369412, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,11,2185,40, United-States, <=50K
39, Self-emp-not-inc,197423, Bachelors,13, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,5,1,30, United-States, <=50K
30, Private,50785, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,2,30, United-States, <=50K
40, Private,262140, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,53,1,50, Mexico, <=50K
50, Private,186793, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7803,-1,49, United-States, >50K
54, Private,308057, Masters,4, Never-married, Adm-clerical, Not-in-family, White, Male,35,1,49, United-States, <=50K
15, Private,110538, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,-15,1,20, United-States, <=50K
24, Private,304671, 12th,6, Never-married, Transport-moving, Not-in-family, Other, Male,38,2,56, Mexico, <=50K
44, Self-emp-not-inc,61562, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,9,1,49, United-States, <=50K
20, Private,199774, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,27,0,29, United-States, <=50K
42, Local-gov,308176, Assoc-acdm,13, Never-married, Adm-clerical, Not-in-family, Black, Male,-3,0,40, United-States, <=50K
32, Private,184110, Some-college,13, Never-married, Sales, Not-in-family, Other, Male,33,1,49, Haiti, <=50K
43, Private,355191, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,-26,0,40, Mexico, <=50K
33, Private,328631, Bachelors,13, Never-married, Adm-clerical, Other-relative, White, Female,32,-1,35, United-States, <=50K
57, Private,271936, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,-17,2,46, United-States, <=50K
48, Private,394621, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,-33,0,36, United-States, <=50K
51, Private,443007, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8249,0,49, United-States, >50K
30, Private,206907, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,10,0,50, United-States, <=50K
31, Private,291963, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,5,0,50, Mexico, <=50K
17, Private,347008, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,2,50, United-States, <=50K
33, Private,297415, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,35,0,50, United-States, >50K
46, Private,360185, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,-49,-1,15, United-States, <=50K
40, Private,183370, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,-31,1,51, United-States, <=50K
39, Private,235264, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,-33,0,40, Taiwan, <=50K
37, Federal-gov,236538, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,8238,0,40, United-States, >50K
34, Private,220481, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,7,-1,40, United-States, <=50K
67, Private,226199, Masters,14, Widowed, Transport-moving, Unmarried, White, Female,0,2,45, United-States, <=50K
69, Private,302031, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,12,0,51, United-States, <=50K
20, State-gov,443164, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,-15,-2,49, United-States, <=50K
51, Private,182233, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,22,0,48, United-States, <=50K
21, Private,327089, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,36,1,40, United-States, <=50K
39, Private,385333, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,-2,1,49, United-States, <=50K
52, Private,179938, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,22,1,50, United-States, <=50K
44, Private,211347, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,20,0,44, United-States, <=50K
44, Private,144224, HS-grad,3, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,3550,-1,50, United-States, <=50K
39, Private,403512, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,32,1,26, United-States, <=50K
16, ?,482036, 12th,10, Never-married, ?, Own-child, White, Male,40,3,17, Germany, <=50K
41, Private,151099, HS-grad,9, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4,-1,40, United-States, <=50K
49, Private,210938, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15161,0,35, United-States, <=50K
49, Private,227526, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,-26,1,50, ?, <=50K
47, Private,177737, 10th,3, Divorced, Sales, Not-in-family, White, Female,10,1,30, United-States, <=50K
40, Private,164067, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Male,14,1,51, United-States, <=50K
45, ?,291554, 11th,11, Married-civ-spouse, ?, Husband, White, Male,5,1,32, United-States, <=50K
40, Private,204657, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,39,0,40, Philippines, <=50K
54, ?,218861, Bachelors,13, Never-married, ?, Not-in-family, White, Male,47,2,28, Canada, <=50K
44, ?,204571, Some-college,10, Never-married, ?, Other-relative, White, Male,38,0,14, United-States, <=50K
27, Private,212107, Some-college,10, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,55,0,11, Hong, <=50K
43, Private,375633, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-7,0,43, United-States, <=50K
27, Private,209586, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,-10,1,49, United-States, <=50K
41, Private,384564, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,-11,2,50, Laos, <=50K
36, Private,282222, 1st-4th,4, Divorced, Handlers-cleaners, Not-in-family, Other, Male,39,2,37, Honduras, <=50K
42, Private,139305, 10th,6, Divorced, Other-service, Unmarried, White, Male,33,1,7, United-States, <=50K
37, Private,508574, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,3657,-1,40, Mexico, <=50K
35, Private,258893, Assoc-acdm,13, Married-AF-spouse, Adm-clerical, Wife, White, Female,8,2011,50, Canada, >50K
39, Private,273904, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,0,1,50, United-States, <=50K
40, ?,127781, Some-college,10, Divorced, ?, Not-in-family, Black, Female,44,1,2, United-States, >50K
33, Private,226462, 1st-4th,13, Married-spouse-absent, Other-service, Not-in-family, Other, Female,0,1,34, Dominican-Republic, <=50K
33, Private,284319, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,50, United-States, <=50K
27, Private,369233, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,26,0,49, Mexico, <=50K
57, ?,306478, Masters,11, Widowed, ?, Not-in-family, White, Male,43,1916,28, United-States, <=50K
35, Private,414974, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-22,1,49, Scotland, <=50K
37, Private,160502, 11th,13, Never-married, Craft-repair, Not-in-family, White, Male,-24,2,49, Portugal, <=50K
42, Private,163020, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,37,0,40, Taiwan, <=50K
22, Private,321278, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-4,0,49, Mexico, <=50K
22, Private,387849, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male,10,1,44, Mexico, <=50K
47, Private,202089, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8403,-1,50, United-States, >50K
36, Private,355904, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-11,1,50, United-States, <=50K
27, Private,433940, Some-college,13, Never-married, Other-service, Not-in-family, Black, Male,33,1,49, United-States, <=50K
41, ?,191251, Some-college,10, Widowed, ?, Not-in-family, Black, Male,42,3,3, United-States, <=50K
48, Federal-gov,24522, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,37,0,49, United-States, <=50K
69, Private,50156, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,-1,1,20, United-States, <=50K
38, Private,160496, Assoc-acdm,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,11,-1,50, Thailand, <=50K
52, Private,186890, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,-5,1,49, Mexico, <=50K
50, Private,205441, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,-16,0,46, United-States, <=50K
21, Private,204677, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,-15,1,50, United-States, <=50K
35, Private,179606, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,-3,0,49, United-States, <=50K
38, Private,68878, 12th,8, Divorced, Transport-moving, Not-in-family, White, Male,26,1,40, United-States, <=50K
19, Self-emp-not-inc,57288, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,36,0,49, United-States, <=50K
43, Local-gov,389845, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,16,0,40, United-States, <=50K
17, Private,397592, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,39,-1,18, United-States, <=50K
45, Private,220281, Some-college,10, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,8229,-1,50, United-States, >50K
43, Private,225462, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7103,1,49, United-States, <=50K
17, Private,194054, 10th,6, Never-married, Craft-repair, Own-child, White, Male,-49,1,30, United-States, <=50K
36, Private,189064, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,38,1,49, Mexico, >50K
28, Private,401842, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,-9,0,40, United-States, <=50K
22, State-gov,68478, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,24,-1,50, United-States, <=50K
34, Private,280646, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7503,-1,50, United-States, >50K
45, Private,234849, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-14,-1,49, Germany, <=50K
32, Private,194624, Assoc-acdm,13, Married-spouse-absent, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,7911,0,50, Philippines, >50K
31, Private,178777, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-2,1,34, United-States, <=50K
23, Private,201496, 10th,7, Divorced, Other-service, Unmarried, White, Female,-23,1,50, United-States, <=50K
39, Private,202416, 10th,3, Divorced, Priv-house-serv, Not-in-family, White, Female,-28,0,50, United-States, <=50K
47, Private,208297, Assoc-acdm,13, Married-civ-spouse, Sales, Husband, White, Male,-6,1,49, United-States, <=50K
46, Private,215495, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,43,1,49, England, <=50K
23, Private,475996, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,57,0,49, Mexico, <=50K
35, Private,382471, Some-college,13, Never-married, Adm-clerical, Unmarried, Black, Female,46,1,49, United-States, <=50K
39, Private,209344, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-14,0,49, United-States, <=50K
35, Private,363273, HS-grad,9, Married-spouse-absent, Other-service, Other-relative, Asian-Pac-Islander, Male,-3,0,36, France, <=50K
18, Private,410774, 10th,6, Never-married, Adm-clerical, Own-child, Black, Male,-29,1,30, United-States, <=50K
17, ?,148961, HS-grad,9, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Male,-4,0,7, United-States, <=50K
39, Private,366072, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-4,0,49, United-States, <=50K
