age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21, Private,62849, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,41,-1,30, United-States, <=50K
31, Private,96177, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-41,0,40, United-States, <=50K
49, Private,58580, Bachelors,12, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,25,-1,5, South, >50K
35, ?,286244, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,-77,1,40, Hungary, >50K
31, Federal-gov,95333, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,3,1,40, United-States, <=50K
55, Private,209706, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, Female,13,-1,30, United-States, <=50K
60, Private,101744, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-16,1,4, United-States, >50K
41, Private,73562, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,-27,1,40, United-States, <=50K
60, Private,208239, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-14,-2,-5, United-States, <=50K
52, Private,31680, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,91,-2,64, United-States, >50K
29, Private,62863, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,14410,-1,36, United-States, >50K
23, Without-pay,215234, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-90,2,40, United-States, <=50K
29, Private,83804, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,-28,1,40, United-States, <=50K
23, Private,88274, 11th,7, Never-married, Sales, Own-child, White, Male,-15,0,40, United-States, <=50K
50, Private,10937, Some-college,10, Married-civ-spouse, Sales, Not-in-family, White, Male,14,-1,40, United-States, <=50K
42, State-gov,78923, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,12,-2,40, United-States, <=50K
15, Local-gov,122399, Masters,14, Never-married, Prof-specialty, Not-in-family, Other, Male,-81,-3,40, ?, <=50K
31, Private,30673, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,6,0,40, United-States, >50K
67, Private,148120, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-50,1,40, Taiwan, >50K
48, Private,288609, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,14,3,40, United-States, <=50K
72, Federal-gov,110060, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,15,3,40, United-States, >50K
51, Private,187394, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,-3,0,40, United-States, <=50K
27, Private,139360, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,10,2,40, United-States, <=50K
44, Private,77309, Some-college,11, Never-married, Other-service, Not-in-family, Black, Female,13,-1,40, United-States, <=50K
29, Private,205706, Preschool,4, Never-married, Machine-op-inspct, Not-in-family, White, Male,-87,1,40, Mexico, <=50K
53, Private,196178, 7th-8th,7, Never-married, Adm-clerical, Other-relative, Black, Female,0,-1,40, United-States, <=50K
46, ?,69427, HS-grad,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,36,1,40, Taiwan, >50K
51, Private,54117, 10th,6, Divorced, Craft-repair, Not-in-family, Other, Male,-21,-1,40, United-States, <=50K
32, Private,326639, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-39,1,38, United-States, <=50K
20, Private,39554, 5th-6th,7, Never-married, Priv-house-serv, Own-child, White, Female,-59,-1,40, United-States, <=50K
18, ?,186597, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,4259,-2,40, United-States, <=50K
35, Private,82438, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-40,0,40, United-States, <=50K
61, Self-emp-not-inc,16057, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-59,0,49, Taiwan, >50K
40, Private,102320, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,3909,2,40, United-States, <=50K
45, Federal-gov,85626, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,14,0,40, China, <=50K
56, Self-emp-not-inc,264695, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-64,0,50, Taiwan, >50K
21, Private,71159, 11th,13, Never-married, Sales, Unmarried, White, Female,13,0,40, Greece, >50K
47, Private,361901, 10th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,-14,2,43, United-States, >50K
18, Private,164622, 10th,7, Never-married, Other-service, Own-child, White, Male,-14,-2,40, United-States, <=50K
31, Federal-gov,16784, Some-college,10, Never-married, Sales, Unmarried, White, Male,30,-1,40, United-States, <=50K
51, Private,31981, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,84,-3,63, United-States, >50K
57, Private,84978, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,43,-3,54, United-States, >50K
27, Private,124684, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,20,4,40, United-States, <=50K
58, Private,202443, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Female,71,0,57, United-States, >50K
22, Private,91814, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,-45,1,40, India, >50K
60, Private,42664, Bachelors,13, Married-civ-spouse, Sales, Unmarried, White, Male,92,-3,61, United-States, >50K
53, State-gov,157068, HS-grad,13, Separated, Adm-clerical, Not-in-family, Black, Male,29,2,40, United-States, >50K
18, ?,158035, 7th-8th,6, Never-married, ?, Not-in-family, White, Female,-6,-2,40, United-States, <=50K
31, Private,88171, 11th,7, Never-married, Craft-repair, Own-child, White, Female,-50,1,27, United-States, <=50K
16, Local-gov,179086, 12th,7, Never-married, ?, Own-child, Black, Female,22,1,15, United-States, <=50K
28, ?,300159, Bachelors,13, Married-civ-spouse, ?, Wife, White, Male,48,2,40, Honduras, >50K
47, State-gov,172800, HS-grad,9, Separated, Prof-specialty, Not-in-family, Black, Male,44,2,21, United-States, <=50K
58, Local-gov,251328, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,5,0,51, United-States, >50K
44, Private,78135, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,-4,0,14, United-States, <=50K
31, Federal-gov,9614, Some-college,10, Never-married, Sales, Not-in-family, White, Male,10,-1,40, United-States, <=50K
18, ?,193633, 11th,9, Never-married, ?, Not-in-family, White, Female,3535,-3,40, United-States, <=50K
22, Private,159147, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,3941,-1,40, Philippines, <=50K
20, Federal-gov,75795, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,47,1,40, United-States, <=50K
48, Private,85917, 10th,6, Divorced, Transport-moving, Not-in-family, Black, Male,-1,-1,42, United-States, <=50K
39, Private,251448, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,29,-2,40, Mexico, <=50K
64, Federal-gov,33597, Some-college,10, Married-civ-spouse, Sales, Other-relative, White, Male,24,-1,40, United-States, <=50K
33, Private,296110, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-32,0,24, United-States, <=50K
55, Private,335546, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Female,47,0,44, United-States, >50K
60, Private,21071, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-48,1,59, United-States, <=50K
40, Private,52307, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,3732,-1,46, Philippines, <=50K
49, ?,158603, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,5,1,40, Taiwan, >50K
44, Private,195673, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,-7,-3,54, United-States, >50K
42, Private,158449, Bachelors,13, Divorced, Adm-clerical, Other-relative, Black, Male,-3,-1,40, United-States, <=50K
23, Private,59831, Some-college,10, Never-married, Sales, Unmarried, White, Male,38,-1,40, United-States, <=50K
24, Private,145032, 5th-6th,10, Never-married, Machine-op-inspct, Own-child, White, Female,-69,1,40, Italy, <=50K
54, Private,74344, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-62,0,49, United-States, <=50K
55, ?,48631, Some-college,16, Married-civ-spouse, ?, Husband, Black, Male,7881,-1,62, United-States, >50K
25, Private,19976, 10th,7, Never-married, Sales, Not-in-family, White, Male,31,-2,40, United-States, <=50K
25, Private,107508, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,18,3,40, United-States, <=50K
37, Private,152294, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-4,2,40, United-States, >50K
39, Local-gov,204802, Masters,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,13,-1,58, United-States, >50K
40, Private,51323, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,-9,2,40, Nicaragua, <=50K
32, Private,327785, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-31,1,38, United-States, <=50K
49, Private,101445, 10th,6, Divorced, Sales, Not-in-family, Black, Female,-2,-2,40, United-States, <=50K
28, Private,96838, 11th,9, Never-married, Sales, Own-child, White, Female,-43,1,40, United-States, <=50K
29, Private,15857, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,16,-1,40, United-States, <=50K
53, Private,174195, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,20,-1,54, United-States, <=50K
25, Private,111334, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,3,40, United-States, <=50K
50, Federal-gov,37427, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,20,1,40, United-States, >50K
60, Private,219228, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-13,-2,-6, United-States, <=50K
45, Federal-gov,43465, Masters,11, Divorced, Prof-specialty, Not-in-family, White, Male,17,1,40, United-States, <=50K
55, Federal-gov,139048, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,27,2,40, Jamaica, >50K
17, Private,184097, 10th,7, Never-married, Sales, Own-child, White, Male,-4,-1,40, United-States, <=50K
47, Federal-gov,80821, Bachelors,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7,-1,40, China, <=50K
32, Private,182636, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,-92,3,45, United-States, <=50K
50, Private,175153, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, Black, Male,-2,0,40, United-States, <=50K
50, Private,79321, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,15,0,44, United-States, >50K
45, Private,74685, 10th,7, Divorced, Craft-repair, Not-in-family, Black, Male,-20,0,40, United-States, <=50K
23, Private,127153, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,16,3,40, United-States, <=50K
35, Federal-gov,202563, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,-7,-1,40, Dominican-Republic, >50K
15, Local-gov,273291, Masters,14, Never-married, Prof-specialty, Not-in-family, Other, Male,-105,-4,40, ?, <=50K
15, Local-gov,172933, Some-college,10, Never-married, ?, Own-child, White, Female,34,1,12, United-States, <=50K
54, Private,29024, Some-college,11, Divorced, Prof-specialty, Unmarried, White, Female,-27,-1,40, Germany, <=50K
27, Private,159232, Preschool,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,-93,2,40, Mexico, <=50K
51, Self-emp-inc,93473, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,59,-1,60, United-States, >50K
57, Private,244550, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-9,-2,-4, United-States, <=50K
43, Private,156924, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Male,4497,0,63, Cuba, <=50K
43, Private,57873, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4,2,40, Puerto-Rico, >50K
49, Private,194383, HS-grad,9, Married-AF-spouse, Adm-clerical, Other-relative, White, Female,-21,1,40, United-States, >50K
22, Private,91965, Doctorate,16, Never-married, Adm-clerical, Not-in-family, White, Male,-2,2,40, Haiti, <=50K
33, Private,214013, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,-80,3,44, United-States, <=50K
30, Private,139732, HS-grad,9, Married-AF-spouse, Adm-clerical, Other-relative, White, Female,-29,2,40, United-States, >50K
29, Federal-gov,135009, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,25,0,40, United-States, <=50K
65, Federal-gov,68246, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,16,0,40, United-States, <=50K
49, Private,26027, Some-college,10, Married-civ-spouse, Sales, Unmarried, White, Male,36,-2,40, United-States, <=50K
58, Private,345764, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,54,-1,57, United-States, >50K
57, Self-emp-not-inc,268836, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-71,0,50, Taiwan, >50K
37, Private,80212, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-34,1,40, United-States, >50K
37, Private,74293, 10th,7, Never-married, Craft-repair, Not-in-family, Black, Male,-3,-1,40, United-States, <=50K
47, Private,227555, 9th,4, Divorced, Sales, Unmarried, White, Male,-33,-3,40, United-States, <=50K
26, Private,230790, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,14,2,51, United-States, <=50K
61, Self-emp-not-inc,263349, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-83,1,49, Taiwan, <=50K
29, Private,59570, HS-grad,9, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,23,3,40, Ecuador, <=50K
68, Private,171462, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-51,2,40, Taiwan, >50K
52, Private,30155, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,1,0,43, United-States, <=50K
14, Local-gov,181128, Some-college,10, Never-married, ?, Own-child, Black, Female,39,2,17, United-States, <=50K
47, Local-gov,74098, Assoc-voc,11, Divorced, Tech-support, Not-in-family, Black, Male,1,-2,40, United-States, <=50K
22, Private,36077, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,-49,-1,40, United-States, <=50K
45, Private,20336, Assoc-voc,11, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Female,-25,0,40, Vietnam, <=50K
38, Private,270030, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-54,0,50, United-States, <=50K
54, Private,168503, Bachelors,6, Never-married, Sales, Other-relative, Black, Female,-19,-1,40, United-States, <=50K
26, Local-gov,132192, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,25,2,40, United-States, <=50K
31, Private,89044, Some-college,10, Never-married, Sales, Unmarried, White, Male,14,-2,40, United-States, <=50K
23, Without-pay,240535, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-87,1,40, United-States, <=50K
24, Federal-gov,59932, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,13,0,40, United-States, <=50K
62, Private,206061, Some-college,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,25,-1,57, United-States, >50K
37, Private,232433, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-37,0,50, United-States, <=50K
31, Private,39229, Prof-school,14, Never-married, Prof-specialty, Not-in-family, White, Female,14486,0,35, United-States, >50K
48, Private,78429, 10th,7, Never-married, Transport-moving, Not-in-family, Black, Male,-16,-1,40, United-States, <=50K
58, Private,326819, HS-grad,15, Married-civ-spouse, Sales, Husband, Black, Female,39,0,58, United-States, >50K
38, Private,49757, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,24,-2,40, Hungary, <=50K
56, Private,224275, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,30,-2,40, Mexico, <=50K
32, Private,248614, Masters,14, Never-married, Prof-specialty, Not-in-family, Other, Male,-88,-3,40, United-States, <=50K
53, Private,215256, HS-grad,9, Widowed, Sales, Unmarried, White, Female,-2,0,40, United-States, <=50K
52, Federal-gov,182496, Some-college,9, Separated, Sales, Not-in-family, Black, Male,38,1,40, United-States, <=50K
49, Local-gov,418259, 12th,8, Never-married, Transport-moving, Husband, White, Male,-82,1,40, United-States, <=50K
29, Private,203056, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,8,0,40, United-States, <=50K
19, Private,83051, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,-6,1,40, United-States, <=50K
50, Private,106438, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,28,-1,43, United-States, <=50K
49, ?,76748, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female,44,2,40, Taiwan, >50K
43, Private,223866, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Male,2,1,65, Cuba, <=50K
21, ?,173477, 7th-8th,5, Never-married, ?, Own-child, White, Female,-11,0,40, United-States, <=50K
63, Federal-gov,36205, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,37,1,40, Peru, >50K
49, Private,89902, 7th-8th,6, Divorced, Sales, Own-child, Black, Female,2,-3,40, United-States, <=50K
54, Private,179053, HS-grad,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,6342,-1,40, Thailand, >50K
53, Private,22674, Some-college,10, Married-civ-spouse, Sales, Unmarried, White, Male,3,-1,10, United-States, <=50K
37, Private,91929, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-31,1,40, United-States, <=50K
56, Private,165256, HS-grad,9, Widowed, Sales, Unmarried, White, Female,4,-1,40, United-States, <=50K
28, Federal-gov,17368, Some-college,10, Never-married, Sales, Not-in-family, White, Male,36,-1,40, United-States, <=50K
56, Private,61156, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-35,1,40, United-States, <=50K
25, Private,37825, Some-college,10, Never-married, Sales, Unmarried, White, Male,6,0,40, United-States, <=50K
28, Private,56545, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,21,1,40, United-States, <=50K
26, Private,62582, Some-college,10, Never-married, Sales, Not-in-family, White, Male,47,-1,40, United-States, <=50K
27, Private,93380, Some-college,10, Never-married, Sales, Own-child, White, Female,-43,1,28, United-States, <=50K
31, State-gov,94513, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,-32,-1,37, United-States, <=50K
54, Private,187380, HS-grad,13, Never-married, Adm-clerical, Other-relative, Black, Female,-13,2,40, United-States, <=50K
22, Private,154310, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,-44,1,62, Cuba, <=50K
29, Private,239299, 5th-6th,4, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,-53,1,40, Mexico, <=50K
50, Private,165088, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,-18,-1,40, United-States, <=50K
28, Private,97032, 11th,7, Never-married, Sales, Own-child, White, Female,-14,1,25, United-States, <=50K
25, Private,76437, Some-college,10, Never-married, Sales, Not-in-family, White, Male,2,0,40, United-States, <=50K
55, Self-emp-inc,23927, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,82,-1,59, United-States, >50K
49, Private,150821, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-22,0,40, United-States, <=50K
26, Private,77334, Some-college,10, Never-married, Sales, Not-in-family, White, Male,34,-1,40, United-States, <=50K
56, Private,303791, HS-grad,11, Married-civ-spouse, Sales, Husband, Black, Female,28,0,44, United-States, >50K
42, Federal-gov,170994, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,9,2,40, Cuba, >50K
47, Private,219604, 7th-8th,11, Divorced, Transport-moving, Unmarried, White, Male,-3,1,40, Trinadad&Tobago, <=50K
45, Federal-gov,77556, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,11,1,40, United-States, <=50K
64, Self-emp-inc,37254, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,54,-2,57, United-States, >50K
22, Private,45074, Some-college,10, Never-married, Sales, Not-in-family, White, Male,27,-1,40, United-States, <=50K
41, Federal-gov,60365, 10th,7, Never-married, Sales, Not-in-family, White, Male,32,-2,40, United-States, <=50K
26, Private,52711, 10th,10, Never-married, Sales, Not-in-family, White, Male,24,-1,40, United-States, <=50K
30, Private,244948, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-40,1,40, United-States, <=50K
44, Private,63753, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-22,1,40, United-States, <=50K
57, Private,83375, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,-16,0,6, United-States, <=50K
37, Private,64771, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-29,0,40, United-States, <=50K
27, Private,50977, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,-11,3,32, United-States, <=50K
57, Private,230692, Assoc-voc,11, Never-married, Tech-support, Other-relative, White, Female,-8,-1,-7, United-States, <=50K
56, ?,71273, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,-43,3,40, United-States, >50K
22, Private,47565, Some-college,10, Never-married, Sales, Not-in-family, White, Male,31,0,40, United-States, <=50K
45, Private,199761, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,-1,0,40, United-States, <=50K
51, Private,69395, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-3,0,40, United-States, <=50K
62, Private,325277, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40,0,56, United-States, >50K
42, Federal-gov,84421, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,19,-1,40, China, <=50K
61, Private,5316, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,-37,-1,48, United-States, >50K
50, Private,78880, 10th,6, Divorced, Sales, Not-in-family, Black, Male,6,-2,12, United-States, <=50K
48, Private,60908, 10th,7, Never-married, Transport-moving, Not-in-family, Black, Male,-14,-2,40, United-States, <=50K
61, Federal-gov,40075, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60,-2,62, United-States, >50K
32, Private,200341, 5th-6th,5, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-60,0,40, Mexico, <=50K
27, Private,95021, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,-63,1,40, United-States, <=50K
31, Private,192348, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,-19,0,40, United-States, <=50K
47, Private,153938, 7th-8th,9, Divorced, Exec-managerial, Unmarried, White, Male,5,-1,40, Germany, <=50K
54, Local-gov,380445, 12th,9, Never-married, Transport-moving, Husband, White, Male,-100,2,40, United-States, <=50K
55, Private,46156, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,78,-3,63, United-States, >50K
22, Private,64444, 10th,7, Never-married, Other-service, Not-in-family, Black, Female,5,-2,40, United-States, <=50K
22, Private,35837, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,-48,-2,40, United-States, <=50K
44, Federal-gov,244699, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,-13,0,40, United-States, <=50K
52, Private,63959, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,-43,1,40, United-States, <=50K
53, Private,112668, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,8,0,40, United-States, <=50K
36, Private,282708, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-48,0,49, United-States, <=50K
59, Private,148180, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-20,-3,-6, United-States, <=50K
61, Private,56555, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,-59,-3,45, Columbia, <=50K
48, Private,88065, 10th,6, Never-married, Other-service, Not-in-family, Black, Female,9,-2,13, United-States, <=50K
44, Private,207844, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,46,-5,53, United-States, >50K
32, Private,336383, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-40,0,25, Taiwan, <=50K
50, Private,204628, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,1,0,40, United-States, <=50K
48, State-gov,123587, Some-college,10, Separated, Adm-clerical, Not-in-family, Black, Female,37,1,24, United-States, <=50K
34, Private,145068, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-57,0,49, United-States, <=50K
16, Never-worked,171745, 10th,8, Never-married, ?, Own-child, White, Male,-18,0,40, United-States, <=50K
44, Private,11387, 7th-8th,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-54,2,40, United-States, <=50K
21, Private,42559, 11th,7, Never-married, Farming-fishing, Own-child, White, Female,-54,4,23, United-States, <=50K
21, Federal-gov,90179, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-35,0,40, Scotland, >50K
65, Private,165646, HS-grad,9, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,5967,-1,40, Thailand, >50K
48, Private,87206, 10th,6, Divorced, Craft-repair, Not-in-family, Black, Male,-6,-2,40, United-States, <=50K
28, Local-gov,107912, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,41,0,40, United-States, <=50K
37, Local-gov,397305, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-31,0,58, Hong, >50K
34, Private,333973, Some-college,10, Never-married, Sales, Own-child, Black, Female,-10,0,45, United-States, <=50K
52, Private,68192, Assoc-voc,13, Married-civ-spouse, Craft-repair, Husband, White, Male,-45,0,40, Scotland, >50K
58, Private,188825, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,8219,-1,43, United-States, >50K
32, Federal-gov,320085, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Male,-38,2,40, ?, <=50K
55, Private,104453, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-25,1,8, United-States, >50K
18, Private,90700, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,-43,2,24, United-States, <=50K
27, Private,86378, 11th,7, Never-married, Sales, Own-child, White, Female,-36,2,30, United-States, <=50K
45, Private,90544, 10th,6, Never-married, Other-service, Not-in-family, Black, Female,-2,-2,40, United-States, <=50K
59, Private,167862, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-11,-2,-5, United-States, <=50K
61, Private,86423, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-33,2,7, United-States, >50K
38, Private,182502, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,32,0,45, United-States, >50K
57, Federal-gov,28582, Bachelors,13, Married-civ-spouse, Sales, Unmarried, White, Male,59,-1,51, United-States, >50K
42, Local-gov,181227, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,-7,0,59, United-States, >50K
40, Federal-gov,159180, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,5,0,40, United-States, <=50K
67, Federal-gov,66760, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,37,4,40, United-States, >50K
15, Never-worked,171610, 10th,8, Never-married, ?, Own-child, White, Male,-26,1,40, United-States, <=50K
57, Private,175244, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Female,54,0,44, United-States, >50K
47, Private,158028, 10th,11, Divorced, Craft-repair, Unmarried, Black, Male,-8,-1,42, United-States, <=50K
33, Federal-gov,78661, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,38,1,40, United-States, <=50K
57, Federal-gov,35141, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,66,-3,62, United-States, >50K
47, Federal-gov,81126, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,17,-1,40, China, <=50K
